رقم القيد الأصلي (قيود),التاريخ,البيان,رقم الحساب القديم,اسم الحساب,مدين,دائن,ملاحظة السطر
405,2025-09-27,قيد يدوي رقم 405 - أنشئ بواسطة Kashif Ali,4102,الايرادات من بيع السكراب,,43.48,
405,2025-09-27,قيد يدوي رقم 405 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,50.0,,
405,2025-09-27,قيد يدوي رقم 405 - أنشئ بواسطة Kashif Ali,1103,المدينون,,50.0,
405,2025-09-27,قيد يدوي رقم 405 - أنشئ بواسطة Kashif Ali,5206,تذاكر سفر,90.0,,
405,2025-09-27,قيد يدوي رقم 405 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
405,2025-09-27,قيد يدوي رقم 405 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,,140.0,
405,2025-09-27,قيد يدوي رقم 405 - أنشئ بواسطة Kashif Ali,1103,المدينون,50.0,,
405,2025-09-27,قيد يدوي رقم 405 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,,6.52,
405,2025-09-27,قيد يدوي رقم 405 - أنشئ بواسطة Kashif Ali,4102,الايرادات من بيع السكراب,,43.48,
405,2025-09-27,قيد يدوي رقم 405 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,50.0,,
405,2025-09-27,قيد يدوي رقم 405 - أنشئ بواسطة Kashif Ali,1103,المدينون,,50.0,
413,2025-09-27,قيد يدوي رقم 413 - أنشئ بواسطة Kashif Ali,5206,تذاكر سفر,4.0,,
413,2025-09-27,قيد يدوي رقم 413 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,4.0,
418,2025-09-27,قيد يدوي رقم 418 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,600.0,,
418,2025-09-27,قيد يدوي رقم 418 - أنشئ بواسطة Kashif Ali,110108,عهدة كاش عمران الشيخ,,600.0,
419,2025-09-27,قيد يدوي رقم 419 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,62.0,,
419,2025-09-27,قيد يدوي رقم 419 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,,62.0,
420,2025-09-27,قيد يدوي رقم 420 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,66.0,,
420,2025-09-27,قيد يدوي رقم 420 - أنشئ بواسطة Kashif Ali,110108,عهدة كاش عمران الشيخ,,66.0,
421,2025-09-27,قيد يدوي رقم 421 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,217.39,,
421,2025-09-27,قيد يدوي رقم 421 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,32.16,,01077 Classic
421,2025-09-27,قيد يدوي رقم 421 - أنشئ بواسطة Kashif Ali,110108,عهدة كاش عمران الشيخ,,249.55,
422,2025-09-27,قيد يدوي رقم 422 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,34.5,,
422,2025-09-27,قيد يدوي رقم 422 - أنشئ بواسطة Kashif Ali,110108,عهدة كاش عمران الشيخ,,34.5,
423,2025-09-27,قيد يدوي رقم 423 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,82.0,,
423,2025-09-27,قيد يدوي رقم 423 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,,82.0,
424,2025-09-27,قيد يدوي رقم 424 - أنشئ بواسطة محاسب ارمي,110508,علاء الدين,610.0,,
424,2025-09-27,قيد يدوي رقم 424 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,610.0,
430,2025-09-27,قيد يدوي رقم 430 - أنشئ بواسطة Kashif Ali,1204,مشروعات تحت التنفيذ,1700.0,,
430,2025-09-27,قيد يدوي رقم 430 - أنشئ بواسطة Kashif Ali,110108,عهدة كاش عمران الشيخ,,1700.0,
432,2025-09-27,قيد يدوي رقم 432 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,82.0,,
432,2025-09-27,قيد يدوي رقم 432 - أنشئ بواسطة Kashif Ali,110108,عهدة كاش عمران الشيخ,,82.0,
436,2025-09-27,قيد يدوي رقم 436 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,178.0,,
436,2025-09-27,قيد يدوي رقم 436 - أنشئ بواسطة Kashif Ali,110108,عهدة كاش عمران الشيخ,,178.0,
437,2025-09-27,قيد يدوي رقم 437 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,600.0,,
437,2025-09-27,قيد يدوي رقم 437 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,,600.0,
449,2025-09-27,قيد يدوي رقم 449 - أنشئ بواسطة Kashif Ali,110108,عهدة كاش عمران الشيخ,300.0,,
449,2025-09-27,قيد يدوي رقم 449 - أنشئ بواسطة Kashif Ali,3202,جاري الشريك سالم بالحارث,,300.0,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,5223,نفقات الإنترنت,148.1,,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,148.1,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,1103,المدينون,22953.01,,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,,2993.87,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,4102,الايرادات من بيع السكراب,,19959.14,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,22953.01,,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,1103,المدينون,,22953.01,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,5223,نفقات الإنترنت,148.1,,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,148.1,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,1103,المدينون,22953.01,,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,,2993.87,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,4102,الايرادات من بيع السكراب,,19959.14,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,22953.01,,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,1103,المدينون,,22953.01,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,5223,نفقات الإنترنت,148.1,,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,148.1,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,1103,المدينون,22953.01,,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,,2993.87,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,4102,الايرادات من بيع السكراب,,19959.14,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,22953.01,,
496,2025-09-27,قيد يدوي رقم 496 - أنشئ بواسطة Kashif Ali,1103,المدينون,,22953.01,
412,2025-09-28,قيد يدوي رقم 412 - أنشئ بواسطة Kashif Ali,5219,مصروف نقل ومواصلات,1900.0,,
412,2025-09-28,قيد يدوي رقم 412 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,1900.0,
414,2025-09-28,قيد يدوي رقم 414 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,16.0,,
414,2025-09-28,قيد يدوي رقم 414 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,16.0,
415,2025-09-28,قيد يدوي رقم 415 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,12.0,,
415,2025-09-28,قيد يدوي رقم 415 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,12.0,
416,2025-09-28,قيد يدوي رقم 416 - أنشئ بواسطة Kashif Ali,5219,مصروف نقل ومواصلات,1500.0,,
416,2025-09-28,قيد يدوي رقم 416 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,1500.0,
425,2025-09-28,قيد يدوي رقم 425 - أنشئ بواسطة Kashif Ali,1204,مشروعات تحت التنفيذ,5500.0,,
425,2025-09-28,قيد يدوي رقم 425 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,5500.0,
426,2025-09-28,قيد يدوي رقم 426 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,20.01,,
426,2025-09-28,قيد يدوي رقم 426 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,20.01,
427,2025-09-28,قيد يدوي رقم 427 - أنشئ بواسطة Kashif Ali,110510,شعيب رياض,500.0,,
427,2025-09-28,قيد يدوي رقم 427 - أنشئ بواسطة Kashif Ali,110509,محمد رستم,500.0,,
427,2025-09-28,قيد يدوي رقم 427 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,,1000.0,
428,2025-09-28,قيد يدوي رقم 428 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,2500.0,,
428,2025-09-28,قيد يدوي رقم 428 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,2500.0,
429,2025-09-28,قيد يدوي رقم 429 - أنشئ بواسطة Kashif Ali,110108,عهدة كاش عمران الشيخ,2000.0,,
429,2025-09-28,قيد يدوي رقم 429 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,2000.0,
431,2025-09-28,قيد يدوي رقم 431 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,1000.0,,
431,2025-09-28,قيد يدوي رقم 431 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,,1000.0,
440,2025-09-28,قيد يدوي رقم 440 - أنشئ بواسطة Kashif Ali,5102,رواتب وأجور,21847.0,,
440,2025-09-28,قيد يدوي رقم 440 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,,20847.0,
440,2025-09-28,قيد يدوي رقم 440 - أنشئ بواسطة Kashif Ali,110501,اشرف مروان الصايغ,,1000.0,
441,2025-09-28,قيد يدوي رقم 441 - أنشئ بواسطة Kashif Ali,5102,رواتب وأجور,2853.0,,
441,2025-09-28,قيد يدوي رقم 441 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,500.0,
441,2025-09-28,قيد يدوي رقم 441 - أنشئ بواسطة Kashif Ali,110505,إبراهيم عبد الله (سائق بروكلين),,300.0,
441,2025-09-28,قيد يدوي رقم 441 - أنشئ بواسطة Kashif Ali,110506,أمير حسن كليب,,300.0,
441,2025-09-28,قيد يدوي رقم 441 - أنشئ بواسطة Kashif Ali,110508,علاء الدين,,1453.0,
441,2025-09-28,قيد يدوي رقم 441 - أنشئ بواسطة Kashif Ali,110507,مراد درويس,,300.0,
442,2025-09-28,قيد يدوي رقم 442 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,20847.0,,
442,2025-09-28,قيد يدوي رقم 442 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,19300.0,
442,2025-09-28,قيد يدوي رقم 442 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,1547.0,
490,2025-09-28,قيد يدوي رقم 490 - أنشئ بواسطة Kashif Ali,5102,رواتب وأجور,4000.0,,Omran
490,2025-09-28,قيد يدوي رقم 490 - أنشئ بواسطة Kashif Ali,5102,رواتب وأجور,3000.0,,Omran
490,2025-09-28,قيد يدوي رقم 490 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,7000.0,
433,2025-09-29,قيد يدوي رقم 433 - أنشئ بواسطة Kashif Ali,5208,الرسوم الحكومية,2125.0,,
433,2025-09-29,قيد يدوي رقم 433 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,2125.0,
434,2025-09-29,قيد يدوي رقم 434 - أنشئ بواسطة Kashif Ali,5208,الرسوم الحكومية,163.0,,
434,2025-09-29,قيد يدوي رقم 434 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,163.0,
438,2025-09-29,قيد يدوي رقم 438 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,91.0,,
438,2025-09-29,قيد يدوي رقم 438 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,342.0,,
438,2025-09-29,قيد يدوي رقم 438 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,,433.0,
439,2025-09-29,قيد يدوي رقم 439 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,11.0,,
439,2025-09-29,قيد يدوي رقم 439 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,11.0,
443,2025-09-29,قيد يدوي رقم 443 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,100.0,,
443,2025-09-29,قيد يدوي رقم 443 - أنشئ بواسطة Kashif Ali,110108,عهدة كاش عمران الشيخ,,100.0,
444,2025-09-29,قيد يدوي رقم 444 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,32.5,,
444,2025-09-29,قيد يدوي رقم 444 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,,32.5,
445,2025-09-29,قيد يدوي رقم 445 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,11.0,,
445,2025-09-29,قيد يدوي رقم 445 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,,11.0,
446,2025-09-29,قيد يدوي رقم 446 - أنشئ بواسطة Kashif Ali,110108,عهدة كاش عمران الشيخ,1000.0,,
446,2025-09-29,قيد يدوي رقم 446 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,1000.0,
447,2025-09-29,قيد يدوي رقم 447 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,600.0,,
447,2025-09-29,قيد يدوي رقم 447 - أنشئ بواسطة Kashif Ali,110108,عهدة كاش عمران الشيخ,,600.0,
448,2025-09-30,قيد يدوي رقم 448 - أنشئ بواسطة Kashif Ali,5211,مصاريف مكتبية ومطبوعات,1422.5,,
448,2025-09-30,قيد يدوي رقم 448 - أنشئ بواسطة Kashif Ali,110107,عهدة كاش علاء الدين,,1000.0,
448,2025-09-30,قيد يدوي رقم 448 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,422.5,
450,2025-09-30,قيد يدوي رقم 450 - أنشئ بواسطة Kashif Ali,5227,بدل طعام للموظفين,600.0,,
450,2025-09-30,قيد يدوي رقم 450 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,,600.0,
497,2025-09-30,قيد يدوي رقم 497 - أنشئ بواسطة Kashif Ali,5202,تأمين طبي,100.0,,
497,2025-09-30,قيد يدوي رقم 497 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,100.0,
508,2025-09-30,قيد يدوي رقم 508 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,101909.6,,
508,2025-09-30,قيد يدوي رقم 508 - أنشئ بواسطة Kashif Ali,3202,جاري الشريك سالم بالحارث,,101909.6,
451,2025-10-01,قيد يدوي رقم 451 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,800.0,,
451,2025-10-01,قيد يدوي رقم 451 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,800.0,
452,2025-10-01,قيد يدوي رقم 452 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,98.0,,
452,2025-10-01,قيد يدوي رقم 452 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,,98.0,
453,2025-10-01,قيد يدوي رقم 453 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,6.0,,
453,2025-10-01,قيد يدوي رقم 453 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,6.0,
455,2025-10-01,قيد يدوي رقم 455 - أنشئ بواسطة Kashif Ali,1204,مشروعات تحت التنفيذ,2000.0,,
455,2025-10-01,قيد يدوي رقم 455 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,2000.0,
457,2025-10-01,قيد يدوي رقم 457 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,260.87,,
457,2025-10-01,قيد يدوي رقم 457 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,39.13,,Invoice No 15692
457,2025-10-01,قيد يدوي رقم 457 - أنشئ بواسطة Kashif Ali,110108,عهدة كاش عمران الشيخ,,300.0,
525,2025-10-01,قيد يدوي رقم 525 - أنشئ بواسطة محاسب ارمي,2105,ضريبة القيمة المضافة المستحقة,185.54,,
525,2025-10-01,قيد يدوي رقم 525 - أنشئ بواسطة محاسب ارمي,5211,مصاريف مكتبية ومطبوعات,,185.54,
456,2025-10-02,قيد يدوي رقم 456 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,89.0,,
456,2025-10-02,قيد يدوي رقم 456 - أنشئ بواسطة Kashif Ali,110106,عهدة اسلام احمد,,89.0,
458,2025-10-02,قيد يدوي رقم 458 - أنشئ بواسطة Kashif Ali,5227,بدل طعام للموظفين,60.0,,
